date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:37:45	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Apr%202021%2009:37:46%20GMT	http://shor.by/haseeb	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/haseeb.0.delayed	(from )
19:37:47	12538/12538	---MCZ	200	added ('OK')	text/html	etag:W/%2230fa-gr7183AwnlwEcrlaa4U1vJtd7vQ%22	https://shor.by/haseeb	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/haseeb.html	(from )
19:37:47	509/509	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%223fc-wfIsxMMRoXb/BI/0JURx0blSf9o%22	https://shor.by/robots.txt		(from )
19:37:48	2100/2100	---M--	200	added ('OK')	image/png	etag:W/%22834-16c763b8587%22	https://shor.by/touch-icons/apple-touch-icon-iphone-60x60.png	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/touch-icons/apple-touch-icon-iphone-60x60.png	(from https://shor.by/haseeb)
19:37:48	2548/2548	---M--	200	added ('OK')	image/png	etag:W/%229f4-16c763b8587%22	https://shor.by/touch-icons/apple-touch-icon-ipad-76x76.png	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/touch-icons/apple-touch-icon-ipad-76x76.png	(from https://shor.by/haseeb)
19:37:48	4639/4639	---M--	200	added ('OK')	image/png	etag:W/%22121f-16c763b8587%22	https://shor.by/touch-icons/apple-touch-icon-iphone-retina-120x120.png	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/touch-icons/apple-touch-icon-iphone-retina-120x120.png	(from https://shor.by/haseeb)
19:37:48	6033/6033	---M--	200	added ('OK')	image/png	etag:W/%221791-16c763b8587%22	https://shor.by/touch-icons/apple-touch-icon-ipad-retina-152x152.png	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/touch-icons/apple-touch-icon-ipad-retina-152x152.png	(from https://shor.by/haseeb)
19:37:49	10083/10083	---M--	200	added ('OK')	text/css	etag:W/%222763-177196325e8%22	https://shor.by/css/main.css	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/css/main.css	(from https://shor.by/haseeb)
19:37:49	246637/246637	---M--	200	added ('OK')	text/css	etag:W/%223c36d-1747d06620e%22	https://shor.by/css/shorby-page.css?dc02a640	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/css/shorby-page49ef.css	(from https://shor.by/haseeb)
19:37:50	196673/196673	---M--	200	added ('OK')	application/javascript	etag:W/%2230041-1747d06620e%22	https://shor.by/smartpage.js?dc02a640	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/smartpage49ef.js	(from https://shor.by/haseeb)
19:37:50	82/82	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2009:37:51%20GMT	https://shor.by/oijn	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/oijn.9.delayed	(from https://shor.by/haseeb)
19:37:50	1659/1659	---MCZ	200	added ('OK')	text/html	etag:W/%2267b-lhV1AND8BtQzTaV4tDSndtbKReM%22	https://shor.by/Bor9	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/Bor9.html	(from https://shor.by/haseeb)
19:37:51	102/102	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2009:37:51%20GMT	https://shor.by/Z09P	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/Z09P	(from https://shor.by/haseeb)
19:37:51	194/194	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2009:37:51%20GMT	https://shor.by/Aw93	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/Aw93	(from https://shor.by/haseeb)
19:37:51	96/96	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2009:37:52%20GMT	https://shor.by/sTr8	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/sTr8	(from https://shor.by/haseeb)
19:37:51	110/110	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2009:37:52%20GMT	https://shor.by/cNTB	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/cNTB	(from https://shor.by/haseeb)
19:37:52	104/104	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2009:37:52%20GMT	https://shor.by/O4iE	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/O4iE	(from https://shor.by/haseeb)
19:37:52	106/106	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2009:37:52%20GMT	https://shor.by/IUgb	C:/Users/ahmoh/OneDrive/Documents/web/shorby/shor.by/IUgb	(from https://shor.by/haseeb)
19:37:53	4815/4815	---MCZ	200	added ('OK')	text/css	etag:W/%22bd066123cdf3337103b21713df9bfd01%22	https://use.fontawesome.com/releases/v5.1.0/css/svg-with-js.css	C:/Users/ahmoh/OneDrive/Documents/web/shorby/use.fontawesome.com/releases/v5.1.0/css/svg-with-js.css	(from https://shor.by/css/main.css)
19:37:53	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2009:37:54%20GMT	https://media.giphy.com/media/htvr4OYmLJXDUXNk21/giphy.gif	C:/Users/ahmoh/OneDrive/Documents/web/shorby/media.giphy.com/media/htvr4OYmLJXDUXNk21/giphy.13.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
