date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:49:55	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2010:49:56%20GMT	https://media.giphy.com/media/xTiTnLDVc015Cxd0dO/giphy.gif	C:/Users/ahmoh/OneDrive/Documents/web/shorby/media.giphy.com/media/xTiTnLDVc015Cxd0dO/giphy.46.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
20:49:55	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2010:49:56%20GMT	https://media.giphy.com/media/RE9ogsSVTvwvC/giphy.gif	C:/Users/ahmoh/OneDrive/Documents/web/shorby/media.giphy.com/media/RE9ogsSVTvwvC/giphy.47.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
20:49:56	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2010:49:56%20GMT	https://media.giphy.com/media/fdvGGmZFg0TNC/giphy.gif	C:/Users/ahmoh/OneDrive/Documents/web/shorby/media.giphy.com/media/fdvGGmZFg0TNC/giphy.48.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
20:49:56	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2010:49:57%20GMT	https://media.giphy.com/media/X1SzpsFR7rpe/giphy.gif	C:/Users/ahmoh/OneDrive/Documents/web/shorby/media.giphy.com/media/X1SzpsFR7rpe/giphy.49.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
20:49:56	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2010:49:57%20GMT	https://media.giphy.com/media/10gA8mG3uHqRq/giphy.gif	C:/Users/ahmoh/OneDrive/Documents/web/shorby/media.giphy.com/media/10gA8mG3uHqRq/giphy.4a.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
20:49:57	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2010:49:57%20GMT	https://media.giphy.com/media/xUPGclaE8lP7ZvTRT2/giphy.gif	C:/Users/ahmoh/OneDrive/Documents/web/shorby/media.giphy.com/media/xUPGclaE8lP7ZvTRT2/giphy.4b.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
20:49:57	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2010:49:58%20GMT	https://media.giphy.com/media/l41lX93wGg6wwl5Bu/giphy.gif	C:/Users/ahmoh/OneDrive/Documents/web/shorby/media.giphy.com/media/l41lX93wGg6wwl5Bu/giphy.4c.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
20:49:57	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2010:49:58%20GMT	https://media.giphy.com/media/3osxYwmraxchZLYOPK/giphy.gif	C:/Users/ahmoh/OneDrive/Documents/web/shorby/media.giphy.com/media/3osxYwmraxchZLYOPK/giphy.4d.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
20:49:57	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2010:49:58%20GMT	https://media.giphy.com/media/l41lMU9vPdqjrA4QE/giphy.gif	C:/Users/ahmoh/OneDrive/Documents/web/shorby/media.giphy.com/media/l41lMU9vPdqjrA4QE/giphy.4e.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
20:49:58	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Apr%202021%2010:49:58%20GMT	https://media.giphy.com/media/l2R00wfa8fttlpRPG/giphy.gif	C:/Users/ahmoh/OneDrive/Documents/web/shorby/media.giphy.com/media/l2R00wfa8fttlpRPG/giphy.4f.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
